"diagnosis_procedure"	"total_paid"	"percent_rank_total_paid"	"avg_paid_per_claim"	"mean_count_per_claim"	"claim_count"
"S13.171_T1020"	80745.5	0.996061	80745.5	1.1981981981982	1
"M23.611_29888"	113266.79	0.997273	2696.82833333333	1.45238095238095	42
"T23.201_99213"	49028.97	0.993403	188.572961538462	1.03734439834025	260
"G95.19_E1399"	43833.9	0.992656	43833.9	2	1
"M75.02_99456"	53189.5	0.993938	728.623287671233	1.39024390243902	73
"S62.601_99456"	52950	0.993902	687.662337662338	1.2962962962963	77
"M72.6_11046"	32804.64	0.990348	6560.928	17.3333333333333	5
"S06.0X9_96116"	55909.95	0.994223	300.591129032258	1.22317596566524	186
"S72.463_97799"	35278.75	0.990948	35278.75	1	1
"S82.91X_99456"	77075	0.995865	770.75	1.48181818181818	100
"S43.409_97799"	93200	0.996591	9320	1.1304347826087	10
"S82.141_99456"	49792.5	0.993505	691.5625	1.53424657534247	72
"S82.61X_27726"	39472	0.991878	2192.88888888889	1.55555555555556	18
"R41.82_A0431"	129270.58	0.997651	5170.8232	1.84	25
"M75.02_29824"	31992.95	0.990096	1454.225	1.68181818181818	22
"L89.152_E2402"	56590.24	0.994296	28295.12	1.5	2
"S32.002_97799"	32625	0.990279	32625	4.125	1
"M48.06_00630"	36297.68	0.991187	844.132093023256	1.36363636363636	43
"S66.911_97799"	148208.38	0.998003	13473.4890909091	1.22277227722772	11
"S82.842_97799"	50712.5	0.993614	25356.25	1.77611940298507	2
"F07.81_96137"	54571.23	0.994087	779.589	2.37662337662338	70
"S58.011_L7499"	103965.7	0.996989	34655.2333333333	8.33333333333333	3
"G82.20_E0277"	59428.31	0.994587	3714.269375	1.19047619047619	16
"Z89.612_L5950"	31981.63	0.990092	1881.27235294118	1.13793103448276	17
"S62.607_99456"	50770	0.993624	735.797101449275	1.27777777777778	69
"G82.20_K0884"	151230.99	0.998054	15123.099	1.6	10
"M25.461_97799"	31875	0.990063	10625	1	3
"S90.01X_99213"	144626.79	0.997932	206.021068376068	1.04529370134466	702
"M25.561_J7330"	65135	0.995053	32567.5	3	2
"S83.232_99456"	186367.64	0.998483	677.700509090909	1.32068965517241	275
"M77.8_99456"	32588	0.990266	757.860465116279	1.57446808510638	43
"S83.281_97799"	46187.5	0.992996	11546.875	1	4
"S06.6X0_S9124"	377250	0.99936	377250	2.74576271186441	1
"S06.0X1_A0436"	35982.98	0.991111	17991.49	1	2
"S46.011_97799"	265685	0.998992	10218.6538461538	1.15479115479115	26
"S10.93X_99456"	133862.5	0.997732	1312.37745098039	2.22516556291391	102
"L89.154_E2402"	53736.48	0.994004	8956.08	1.17241379310345	6
"S13.4XX_97750"	810424.7	0.999762	676.481385642738	1.67151319332256	1198
"S69.82X_99213"	42179.9	0.992379	265.282389937107	1.06474820143885	159
"T14.90X_S9123"	214032	0.998712	107016	1.03787878787879	2
"S33.8XX_99456"	165694.5	0.998251	681.87037037037	1.9469696969697	243
"S62.102_99213"	100448.17	0.996882	304.388393939394	1.03008298755187	330
"M23.303_99456"	33150	0.990442	789.285714285714	1.54761904761905	42
"S66.022_26356"	37054.65	0.991363	2058.59166666667	1.66666666666667	18
"S82.62X_99456"	127586.69	0.997619	729.0668	1.35978835978836	175
"Z04.2_99204"	102673.39	0.996958	217.068477801269	1.12210526315789	473
"M79.605_A0427"	66501.02	0.995165	549.59520661157	1.08196721311475	121
"S52.122_24366"	36267.89	0.991179	2133.40529411765	1.52941176470588	17
"S52.502_25605"	54887.65	0.994123	703.68782051282	1.20512820512821	78
"G93.6_E1399"	54134.36	0.994049	54134.36	1	1
"S88.119_L5301"	72911.53	0.995614	3837.44894736842	1.08695652173913	19
"S82.51X_97799"	39855.5	0.991956	19927.75	1.88888888888889	2
"S83.204_97799"	51975	0.993773	17325	1	3
"T84.84X_95999"	78259.58	0.995937	1778.62681818182	3.20454545454545	44
"S33.101_S5165"	116338.63	0.997358	116338.63	1	1
"S43.421_97545"	33077.66	0.990418	675.054285714286	1.08369098712446	49
"S02.2XX_99284"	34899.45	0.990854	146.02280334728	1.1125	239
"S93.409_97799"	44000	0.992686	11000	1.5	4
"S01.01X_97799"	104391.3	0.997004	20878.26	1.81045751633987	5
"S83.241_99203"	145344.12	0.997943	145.927831325301	1.07899807321773	996
"S68.614_26951"	38501.06	0.991684	1425.96518518519	1.44444444444444	27
"S83.272_99456"	42550.5	0.992433	675.404761904762	1.30882352941176	63
"M25.532_J3490"	32118.02	0.990133	2919.82	2.7	11
"M23.321_29881"	46472.16	0.993031	968.17	1.35416666666667	48
"S58.111_L6721"	36216.33	0.991167	6036.055	1.25	6
"G82.50_A6212"	49221.89	0.993439	3786.29923076923	1.11392405063291	13
"S96.912_99456"	125455.5	0.997565	865.210344827586	1.60588235294118	145
"S92.311_L8699"	33504.19	0.990521	6700.838	1.4	5
"S62.634_99456"	76295	0.995812	706.435185185185	1.39285714285714	108
"S40.012_97164"	38863.16	0.991759	111.99757925072	1.10021786492375	347
"S00.81X_99456"	33625	0.99054	988.970588235294	1.82926829268293	34
"Z89.511_L5700"	189551.92	0.998509	4120.69391304348	1.15254237288136	46
"S63.91X_97750"	42066.64	0.992358	657.29125	1.38144329896907	64
"M96.0_E0747"	67420.25	0.995249	4494.68333333333	1.2	15
"M50.20_97799"	302508.5	0.999151	11204.0185185185	1.12859884836852	27
"M25.851_29914"	34432.59	0.99074	2025.44647058824	1.70588235294118	17
"S86.812_99456"	217022	0.99873	995.51376146789	1.86328125	218
"M54.17_01992"	87878.93	0.996372	408.739209302326	1.1864406779661	215
"S23.9XX_97799"	36787.5	0.991302	6131.25	1.01851851851852	6
"S52.572_C1713"	84492.03	0.996232	1043.11148148148	2.7283950617284	81
"S06.360_A0431"	67340.52	0.995246	9620.07428571429	1.85714285714286	7
"S63.91X_99456"	222985	0.998769	871.03515625	1.68941979522184	256
"S46.811_J3490"	78406.34	0.995948	2010.41897435897	2.08823529411765	39
"S92.901_97530"	35102.49	0.990901	662.311132075472	1.19230769230769	53
"G56.02_99456"	83522.5	0.99619	752.454954954955	1.26190476190476	111
"S29.011_99456"	90445.05	0.99649	878.107281553398	1.66917293233083	103
"S29.012_99284"	36628.66	0.991262	153.257991631799	1.13389121338912	239
"S06.0X1_97799"	371066.46	0.999348	20614.8033333333	1.48563218390805	18
"A41.9_A0431"	37726.16	0.991508	9431.54	1.5	4
"M75.01_99213"	197442.75	0.998596	237.596570397112	1.05475946775844	831
"S43.004_99214"	51325.22	0.993679	337.665921052632	1.06567164179104	152
"M25.511_99456"	170254.5	0.998308	715.355042016807	1.47265625	238
"S83.282_97110"	179024.49	0.998401	788.654140969163	1.39621702339472	227
"M75.22_29824"	77733.12	0.995905	1340.22620689655	2.48275862068966	58
"S32.001_97799"	41262.5	0.992206	13754.1666666667	1	3
"S43.432_29823"	145886.85	0.997951	819.58904494382	1.6123595505618	178
"S42.001_97799"	55986.5	0.994229	13996.625	2.8641975308642	4
"K43.0_49657"	48563.19	0.993325	2428.1595	1.35	20
"S83.241_J3490"	33753.08	0.990574	1125.10266666667	1.93478260869565	30
"S43.422_23412"	79793.94	0.996015	2156.59297297297	1.43243243243243	37
"M25.662_97530"	32875.21	0.990365	608.800185185185	1.14857142857143	54
"S40.012_99213"	405297.17	0.999404	221.837531472359	1.03238764750188	1827
"M51.16_97750"	71025.52	0.995483	582.176393442623	1.90055248618785	122
"M77.11_97799"	120487.13	0.997457	13387.4588888889	1.01935483870968	9
"T14.90_80299"	696118.45	0.999712	824.784893364929	1.01119157340356	844
"M84.371_97799"	76258.75	0.995811	19064.6875	1.15116279069767	4
"S22.42X_97799"	75312.5	0.995752	18828.125	1	4
"S48.911_L7499"	82779.29	0.996157	27593.0966666667	6	3
"S83.91X_99284"	54460.67	0.994077	147.191	1.11051212938005	370
"M25.512_97750"	203976.67	0.998651	639.425297805643	1.54299754299754	319
"M54.5_76942"	82054.98	0.996123	455.861	1.23129921259843	180
"S39.93X_A0436"	69201.82	0.995368	5323.21692307692	1.85714285714286	13
"S46.091_97799"	33625	0.99054	8406.25	1.20454545454545	4
"S05.91X_A0431"	54576.64	0.994088	10915.328	2.2	5
"M79.671_L4361"	38160.36	0.991609	259.594285714286	1.10738255033557	147
"M75.101_64415"	105791.59	0.997042	120.354482366325	1.14158305462653	879
"S82.841_27792"	40581.04	0.992094	1399.34620689655	1.3448275862069	29
"S46.012_99456"	518727	0.999561	824.685214626391	1.65235457063712	629
"S82.201_L8699"	40379.34	0.99206	40379.34	2	1
"S72.91X_99456"	43475	0.992604	790.454545454545	1.31746031746032	55
"M51.06_97799"	79978.75	0.996018	6664.89583333333	1.11333333333333	12
"T81.89X_E1399"	83902.89	0.996203	5593.526	1.23076923076923	15
"S88.111_L5987"	177000.63	0.998382	8428.60142857143	1.09090909090909	21
"S92.325_99456"	33137.5	0.990435	720.380434782609	1.42	46
"S83.271_29880"	95195.49	0.996681	1160.9206097561	1.6219512195122	82
"S06.2X9_T2033"	78400	0.995945	78400	1.22222222222222	1
"S93.491_99456"	292305.5	0.999115	842.378962536023	1.59398496240601	347
"L08.89_J0875"	35001.6	0.990883	35001.6	1	1
"S58.111_L6935"	101238.6	0.996906	10123.86	1.4	10
"S40.012_99203"	148755.63	0.99801	153.991335403727	1.04887983706721	966
"S93.601_99456"	163924.5	0.998219	910.691666666667	1.88151658767773	180
"S68.120_99456"	43900	0.992667	719.672131147541	1.390625	61
"S62.022_25628"	49031.31	0.993406	2228.69590909091	1.63636363636364	22
"S86.912_97799"	107542.09	0.997101	10754.209	1.08247422680412	10
"S39.012_63650"	56305.62	0.994263	5118.69272727273	2.63636363636364	11
"H93.13_V5261"	71240.49	0.995496	5480.03769230769	1.38461538461538	13
"S83.402_99213"	100909.87	0.996897	327.629448051948	1.07490272373541	308
"S62.002_25628"	36052.43	0.991131	3277.49363636364	1.63636363636364	11
"M54.16_64484"	132044.44	0.997706	134.191504065041	1.51605504587156	984
"T14.90_99204"	42780.63	0.992472	178.252625	1.17768595041322	240
"S82.002_99456"	153639.5	0.998094	779.895939086294	1.48198198198198	197
"S43.402_99213"	1138812.38	0.999856	304.821300856531	1.04436388745037	3736
"M79.1_97799"	32562.5	0.990258	10854.1666666667	1.48780487804878	3
"S52.501_99456"	347943.17	0.999283	828.436119047619	1.58921161825726	420
"S43.432_E0676"	43617.19	0.992624	715.035901639344	1.3134328358209	61
"S86.011_97799"	40125	0.992006	13375	1.05769230769231	3
"S23.3XX_97799"	615710.26	0.999659	11194.732	1.23439211391019	55
"T81.31X_99070"	85696.94	0.996284	85696.94	1.67132867132867	1
"I61.9_T1020"	131400	0.99769	131400	1	1
"S86.811_99456"	193161	0.998554	1000.83419689119	2.12612612612613	193
"M75.41_L3960"	33557.92	0.99053	745.731555555556	1.13333333333333	45
"S68.119_97799"	49853.61	0.993518	16617.87	1.02127659574468	3
"T14.90X_A0435"	41412.78	0.992235	8282.556	1.4	5
"T24.311_15100"	32293.65	0.990178	2152.91	1.2962962962963	15
"T14.90X_S9124"	327727.5	0.999228	163863.75	1.03787878787879	2
"S93.422_99213"	68273.54	0.995294	220.94996763754	1.03810975609756	309
"S68.611_97110"	53689.23	0.993995	1118.525625	1.18165467625899	48
"S60.222_73218"	44252.14	0.992734	395.108392857143	1.02678571428571	112
"S83.8X2_97799"	77033.45	0.995861	12838.9083333333	1.08695652173913	6
"S43.004_97530"	44080.34	0.992698	518.592235294118	1.17094017094017	85
"M77.12_24358"	39063.29	0.99181	1627.63708333333	1.66666666666667	24
"S83.271_01400"	61720.97	0.994797	464.067443609023	1.30827067669173	133
"M75.41_E0676"	48822.42	0.99336	1251.85692307692	1.37142857142857	39
"M51.9_97799"	72531.25	0.995585	10361.6071428571	1.03409090909091	7
"S83.282_97112"	43284.46	0.992564	363.734957983193	1.10436893203884	119
"S82.91X_A0431"	43488.78	0.992605	7248.13	1.5	6
"S06.9X0_96133"	35949.39	0.991105	1283.90678571429	1.21428571428571	28
"S88.119_L5700"	62864.48	0.99487	3697.91058823529	1.22222222222222	17
"M25.642_97112"	49071.13	0.993421	383.368203125	1.07135470527404	128
"G93.1_99503"	104000	0.996991	104000	1.05808080808081	1
"S82.125_97799"	34281.25	0.990708	34281.25	1.02272727272727	1
"S67.192_99456"	82643	0.996152	688.691666666667	1.47154471544715	120
"T20.26X_A0436"	36538.59	0.991239	36538.59	1	1
"H90.42_V5257"	42974.75	0.992511	2261.82894736842	1.35	19
"K40.90_97799"	213831.55	0.99871	13364.471875	2.68965517241379	16
"M75.21_99456"	46362	0.99301	799.344827586207	1.28787878787879	58
"S46.011_01610"	57016.66	0.99435	600.175368421053	1.31578947368421	95
"S42.401_99456"	48253	0.993287	817.847457627119	1.59701492537313	59
"S62.611_26746"	44203.43	0.992724	2009.24681818182	1.34782608695652	22
"M76.62_27654"	37062.96	0.991365	2059.05333333333	1.84210526315789	18
"S68.612_L7499"	79563.99	0.996005	19890.9975	2.25	4
"S00.03X_95951"	49611.45	0.993488	24805.725	1	2
"S63.642_99456"	45773	0.992934	775.813559322034	1.515625	59
"S46.001_29828"	79052.75	0.995981	2927.87962962963	2.37037037037037	27
"T14.90X_S0209"	93409.28	0.996597	2919.04	1.03473945409429	32
"T15.01X_65222"	59680.74	0.994612	101.325534804754	1.13843648208469	589
"S30.1XX_99456"	69575	0.995395	1199.56896551724	2.47297297297297	58
"M50.00_97799"	45720	0.992921	15240	1.16071428571429	3
"S88.111_L5980"	40504.94	0.992082	5063.1175	1.11111111111111	8
"M79.605_97110"	72613.86	0.995591	600.114545454546	1.27783902976847	121
"S93.402_99456"	871204	0.999775	897.223480947477	1.73728813559322	971
"Z79.891_82542"	38186.43	0.991615	244.784807692308	3.39453125	156
"M51.36_22633"	44625.07	0.992782	3187.505	2.35714285714286	14
"M50.21_22551"	46921.79	0.993099	3609.36846153846	2.15384615384615	13
"M77.02_99214"	37684.49	0.991498	235.5280625	1.04844290657439	160
"S62.635_99456"	78052.5	0.99592	655.903361344538	1.42276422764228	119
"S61.200_99213"	65758.96	0.995111	190.60568115942	1.05388272583201	345
"K42.0_49653"	306768.74	0.999162	2272.36103703704	1.27941176470588	135
"M75.101_97799"	478187.53	0.999513	12923.9872972973	1.36633663366337	37
"M24.662_29884"	66097.51	0.995133	1786.41918918919	1.63157894736842	37
"S61.412_99213"	519786.56	0.999562	192.656249073388	1.03751974723539	2698
"S52.021_99456"	33875	0.990602	826.219512195122	1.5	41
"S93.321_28615"	35031.82	0.990889	2335.45466666667	2.06666666666667	15
"S72.001_97799"	82633.75	0.99615	16526.75	1.12037037037037	5
"S00.03X_99456"	271363.73	0.999021	1179.84230434783	2.34915254237288	230
"M43.17_L8699"	149457.38	0.998028	74728.69	1	2
"S06.6X9_99232"	61291.61	0.994765	729.662023809524	1.23541247484909	84
"M75.22_99456"	36975	0.991343	880.357142857143	1.54901960784314	42
"R51_99456"	74550	0.995712	968.181818181818	2.31818181818182	77
"M75.01_99456"	64921	0.99503	721.344444444444	1.42268041237113	90
"M24.812_E1399"	61893.11	0.994811	3640.77117647059	1.23628691983122	17
"S63.591_99456"	106519.5	0.997067	866.012195121951	1.62237762237762	123
"T14.90X_A0430"	235741.13	0.998838	29467.64125	1.25	8
"S02.92X_97799"	81496	0.996102	20374	1.11363636363636	4
"S52.532_99456"	133998	0.997739	757.050847457627	1.44385026737968	177
"M50.122_99213"	37896	0.991543	341.405405405405	1.03314917127072	111
"H83.3X9_V5261"	122945	0.997509	6147.25	1.05	20
"S62.633_01830"	35054.84	0.990894	381.030869565217	1.47872340425532	92
"S56.912_97799"	48950	0.993388	16316.6666666667	1.07272727272727	3
"S16.1XX_97799"	1240134.07	0.999872	12040.1366019417	1.16936488169365	103
"Z89.222_L7181"	50091.08	0.993545	50091.08	1	1
"S86.012_97799"	63446.88	0.994915	21148.96	1	3
"S14.135_E1399"	33843.67	0.990595	33843.67	1.6	1
"S62.637_99456"	37415.5	0.991436	705.952830188679	1.42592592592593	53
"M25.562_73722"	38414.5	0.991663	505.453947368421	1.1038961038961	76
"M25.531_97799"	36675	0.991277	12225	1.14893617021277	3
"S32.020_97799"	72375	0.995578	18093.75	1.20253164556962	4
"Z89.511_L5679"	145075.87	0.99794	2960.73204081633	1.17142857142857	49
"K42.9_E0676"	39280.24	0.991841	714.186181818182	1.38181818181818	55
"S67.21X_99456"	199059.5	0.998611	869.255458515284	1.72280701754386	229
"S46.001_97799"	80600	0.996052	16120	1.71844660194175	5
"S83.203_99456"	33535	0.990526	684.387755102041	1.63461538461538	49
"S70.12X_97799"	36875	0.991326	12291.6666666667	1.04166666666667	3
"S76.312_99456"	65105	0.995049	904.236111111111	1.68965517241379	72
"K40.00_97799"	41456.25	0.992244	20728.125	1.03846153846154	2
"M23.8X2_73721"	40508.56	0.992083	300.063407407407	1.07352941176471	135
"S73.102_99456"	101694	0.996919	950.411214953271	1.92913385826772	107
"M94.261_29877"	75506.87	0.995765	1258.44783333333	1.55	60
"M75.121_64415"	81871.68	0.996115	124.236236722307	1.21925925925926	659
"S43.431_73222"	78729.96	0.995954	389.752277227723	1.07211538461538	202
"M51.17_63042"	32860.84	0.990363	1729.51789473684	1.89473684210526	19
"S62.309_97110"	50242.33	0.993567	1322.16657894737	1.30769230769231	38
"M25.562_99284"	51411.46	0.993685	141.629366391185	1.09809264305177	363
"S86.911_97750"	50457.78	0.993593	710.672957746479	1.9438202247191	71
"S62.614_26727"	34163.74	0.990673	1798.09157894737	2.42105263157895	19
"M23.92_99456"	108227.5	0.997123	707.369281045752	1.47398843930636	153
"M75.111_97799"	106287.5	0.997057	13285.9375	1.54545454545455	8
"M79.642_73130"	66931.92	0.995205	34.1315247322795	1.10526315789474	1961
"S67.191_99456"	94880	0.996664	692.554744525547	1.39160839160839	137
"S01.91X_A0431"	109546.52	0.99716	7824.75142857143	1.78571428571429	14
"G89.4_81479"	32623.8	0.990278	988.6	3.35714285714286	33
"S43.491_97799"	92513.5	0.996562	11564.1875	1.18811881188119	8
"L97.522_Q4163"	42768	0.992469	42768	1.5	1
"S83.281_01400"	161251.19	0.998183	438.182581521739	1.46133333333333	368
"S91.312_97799"	49855	0.993519	16618.3333333333	1	3
"R52_A0433"	43562.23	0.992613	714.134918032787	1.2258064516129	61
"M75.102_99456"	686178.81	0.999705	865.294842370744	1.57352941176471	793
"S92.011_28415"	67395.75	0.995248	2930.25	1.8	23
"S82.64X_99213"	121530.26	0.997483	295.694063260341	1.03839732888147	411
"S33.5XX_97150"	200266.67	0.99862	77.1443258859784	1.05440018799201	2596
"S62.522_99456"	49442.5	0.993462	727.095588235294	1.2972972972973	68
"S33.5XX_97124"	52032.79	0.993781	133.760385604113	1.19908727895037	389
"T85.615_62362"	41262.64	0.992207	4584.73777777778	1.55555555555556	9
"M48.02_63081"	49788.25	0.993504	3556.30357142857	2.26666666666667	14
"S09.8XX_G0156"	344750	0.999271	344750	1.01132075471698	1
"S78.112_L5828"	36870.87	0.991323	2836.22076923077	1.53846153846154	13
"S60.222_99214"	277082.49	0.999058	241.993441048035	1.05201072386059	1145
"S42.002_23515"	41543.95	0.992257	1483.7125	1.60714285714286	28
"S14.104_S9122"	174741.5	0.998357	87370.75	1.06896551724138	2
"M77.01_24359"	33991.67	0.990631	2124.479375	1.75	16
"G82.51_K0884"	97081.23	0.996743	24270.3075	1	4
"N31.2_E1399"	39181.5	0.991827	39181.5	2.2	1
"S80.02X_97546"	57297.71	0.994378	1975.78310344828	1.06325301204819	29
"S90.02X_99456"	98250	0.99678	893.181818181818	1.95384615384615	110
"S24.114_A4353"	94405.06	0.996644	23601.265	1.1340206185567	4
"S34.109_A0436"	33482.71	0.990515	33482.71	1	1
"M95.8_27415"	37612.65	0.991483	7522.53	1.8	5
"M43.26_97799"	85850	0.996289	14308.3333333333	1.05309734513274	6
"G43.719_J0585"	50717.45	0.993616	5071.745	1.74285714285714	10
"S64.31X_64831"	58634.61	0.994501	3086.03210526316	1.52631578947368	19
"S32.012_22614"	41435.84	0.992243	1883.44727272727	3.90909090909091	22
"Z89.0_L8499"	63073.68	0.994891	63073.68	8	1
"G82.20_S9124"	139622	0.997859	69811	1.3741935483871	2
"S43.005_99456"	103978	0.99699	825.222222222222	1.67808219178082	126
"G89.4_J2278"	44357.18	0.992751	4928.57555555556	1.45945945945946	9
"S68.121_99456"	33475	0.990513	760.795454545455	1.5	44
"Z96.7_99214"	38315.53	0.991648	220.204195402299	1.01760563380282	174
"M79.641_97799"	45860	0.99295	15286.6666666667	1	3
"S43.491_99456"	109552	0.997162	805.529411764706	1.57236842105263	136
"S86.819_99456"	46952.5	0.99311	838.4375	1.73770491803279	56
"M25.512_21700"	32754.09	0.990322	16377.045	3	2
"G82.50_A4927"	47661.68	0.993217	836.169824561403	1.3794964028777	57
"S06.5X0_61312"	49129.5	0.993431	3509.25	1.82352941176471	14
"F33.2_97799"	106400	0.997061	106400	1.95	1
"S92.412_28505"	33763.43	0.990577	1125.44766666667	1.41935483870968	30
"T75.4XX_S9122"	35542.5	0.991022	35542.5	1.10588235294118	1
"M54.17_99456"	45955.5	0.992963	718.0546875	1.65753424657534	64
"T23.002_A4353"	41496	0.992253	41496	1.15384615384615	1
"S29.012_97140"	100945.86	0.9969	137.716043656207	1.09875612514135	733
"R68.89_A0427"	39561.23	0.991895	399.608383838384	1.17	99
"S53.441_24346"	37317.26	0.991416	1964.06631578947	1.57894736842105	19
"G90.50_97799"	38218.75	0.991621	19109.375	1.525	2
"M54.32_97799"	51075	0.993659	25537.5	1.02439024390244	2
"H91.90_V5261"	88294.02	0.996393	5518.37625	1	16
"M25.562_97112"	548485.84	0.99961	361.559551746869	1.1150434467777	1517
"S43.81X_29827"	78147.91	0.995928	2790.99678571429	1.64285714285714	28
"S67.22X_A0431"	86334.75	0.996314	6166.76785714286	1.78571428571429	14
"S83.92X_99203"	454265.9	0.999477	153.468209459459	1.07447864945382	2960
"S82.841_97799"	47200	0.99314	15733.3333333333	1.1	3
"M75.52_29827"	38607.58	0.991709	2271.03411764706	1.52941176470588	17
"S50.11X_99456"	93660	0.99661	1052.3595505618	1.89565217391304	89
"G54.0_99214"	36244.08	0.991173	266.500588235294	1.05992509363296	136
"S53.401_97799"	134003.75	0.99774	13400.375	1.69306930693069	10
"S92.354_99456"	102080.5	0.996928	779.240458015267	1.45033112582781	131
"S82.92X_97799"	42900	0.992496	21450	1.03333333333333	2
"S83.401_99456"	56604.5	0.994298	786.173611111111	1.48837209302326	72
"S50.12X_99456"	62530.5	0.994853	962.007692307692	1.775	65
"M25.512_73221"	789050.57	0.999754	316.63345505618	1.09044435705859	2492
"S06.2X1_95951"	55299.73	0.994183	55299.73	1.5	1
"S42.202_99456"	115410	0.997328	880.992366412214	1.6	131
"M54.5_L8687"	51831.78	0.993738	8638.63	2.16666666666667	6
"G56.00_99214"	38066.83	0.991579	376.899306930693	1.05769230769231	101
"S62.521_99456"	51800	0.993733	681.578947368421	1.31645569620253	76
"M54.2_72148"	59113.92	0.994551	240.300487804878	1.15040650406504	246
"T84.033_27487"	57481.05	0.99439	3381.23823529412	1.58823529411765	17
"S83.411_99203"	93774.37	0.996617	154.234161184211	1.06158833063209	608
"M48.02_00670"	107076.59	0.997082	1115.38114583333	1.4639175257732	96
"S49.92X_A0431"	68239.87	0.995289	6823.987	1.7	10
"G56.01_99203"	105150.51	0.997027	139.827805851064	1.12903225806452	752
"I67.89_T1020"	55440	0.994191	55440	1	1
"S83.207_99214"	80556.57	0.996049	263.256764705882	1.03405017921147	306
"M43.16_22612"	118001.13	0.997396	2458.356875	2.0625	48
"Z98.890_97799"	98773	0.99681	19754.6	1.0561797752809	5
"S40.012_99456"	552601.5	0.999616	1123.1737804878	2.10747663551402	492
"S43.431_L3960"	71149.76	0.99549	741.143333333333	1.11224489795918	96
"S20.219_97799"	129090	0.997648	16136.25	1.28654970760234	8
"S43.52X_29824"	173960.17	0.998344	2805.80919354839	2.38709677419355	62
"S66.912_99213"	321089.34	0.999211	217.983258655804	1.0269130998703	1473
"S80.11X_99203"	146500.49	0.997961	153.725592864638	1.05492227979275	953
"S86.911_99455"	37326.67	0.991419	189.475482233503	1.14705882352941	197
"S62.102_99204"	37996.11	0.991564	248.340588235294	1.15337423312883	153
"M96.1_00670"	49085.12	0.993423	1443.68	1.23529411764706	34
"S83.411_99456"	159268	0.998162	825.222797927461	1.81447963800905	193
"M22.42_97799"	39192.63	0.99183	19596.315	1.23809523809524	2
"S52.531_99456"	118721.4	0.997412	756.187261146497	1.44186046511628	157
"S83.512_99080"	39161.63	0.991823	33.6440120274914	1.07392140697994	1164
"L91.0_14040"	36068.34	0.991138	1387.24384615385	1.53125	26
"S33.5XX_99214"	4775556.17	0.999989	410.059777606045	1.06214088103852	11646
"M75.112_29822"	53065.9	0.993923	758.084285714286	1.7	70
"S63.8X2_99456"	64330	0.994977	784.512195121951	1.76666666666667	82
"S62.611_99456"	34667	0.990792	770.377777777778	1.64150943396226	45
"S40.011_99456"	579664	0.999633	1071.46765249538	2.07936507936508	541
"L03.116_J0878"	46740.5	0.993069	11685.125	1.21875	4
"R26.9_S9122"	177007.6	0.998383	177007.6	1.49529780564263	1
"S58.019_L7499"	99546.11	0.996849	99546.11	1.5	1
"S83.231_29880"	578299.7	0.999631	1471.50050890585	1.6675	393
"S43.409_99214"	47373.71	0.993166	305.636838709677	1.04848484848485	155
"G82.50_J0475"	34218.92	0.990688	11406.3066666667	1.20833333333333	3
"S78.112_L5649"	69452.57	0.995382	3472.6285	1.39285714285714	20
"T31.10_A0431"	135872.63	0.997785	7992.50764705882	1.64705882352941	17
"M54.31_97799"	49755	0.9935	16585	1.32258064516129	3
"S00.93X_96118"	138792.28	0.997843	2570.22740740741	1.86206896551724	54
"S68.628_L7499"	41957.81	0.99234	13985.9366666667	1.33333333333333	3
"S53.441_97110"	36014.51	0.991122	837.546744186047	1.0534188034188	43
"S82.852_27829"	53359.45	0.993958	1270.4630952381	1.78571428571429	42
"S06.0X9_99205"	66545.85	0.995166	259.9447265625	1.09230769230769	256
"S87.81X_99456"	39335	0.991856	874.111111111111	1.5	45
"S12.100_97799"	37844	0.991535	18922	1.01282051282051	2
"S06.9X0_A0436"	61019.3	0.994743	3813.70625	2	16
"S46.812_97161"	42153.94	0.992376	125.458154761905	1.13081395348837	336
"G89.11_A0431"	90171.53	0.996479	8197.41181818182	1.27272727272727	11
"M96.1_A4649"	47355.27	0.993161	6765.03857142857	3.2	7
"S73.191_99456"	35242.51	0.990941	881.06275	1.84782608695652	40
"S01.01X_A0431"	59930.64	0.994641	4280.76	2.42857142857143	14
"S68.112_L7499"	69266.61	0.995373	34633.305	4	2
"T14.90X_A0090"	653071.16	0.999677	1700.70614583333	1.55991109315013	384
"M25.511_29827"	107234.56	0.997092	1624.76606060606	1.52941176470588	66
"S06.2X9_99456"	54700	0.9941	1051.92307692308	2.17647058823529	52
"M51.27_97799"	292046.51	0.999114	12168.6045833333	1.12332439678284	24
"S80.11X_97530"	71605.81	0.995524	277.541899224806	1.23365617433414	258
"S58.012_E1399"	130850.8	0.99768	65425.4	3.14285714285714	2
"S06.9X1_97799"	256590.5	0.998955	64147.625	1.30042918454936	4
"M17.12_97530"	31720.84	0.990016	610.016153846154	1.14939759036145	52
"M54.16_90837"	41471.21	0.992249	942.5275	1.31111111111111	44
"S83.411_97161"	32982.31	0.990391	120.373394160584	1.10526315789474	274
"G89.21_J7999"	44269.57	0.992737	1702.67576923077	1.09230769230769	26
"S43.431_E0676"	39019.03	0.991801	672.741896551724	1.22950819672131	58
"S67.190_99456"	104900	0.99702	690.131578947368	1.36196319018405	152
"S53.402_97799"	98545.97	0.996797	12318.24625	1.63768115942029	8
"S00.83X_96118"	153302.36	0.998087	2787.31563636364	1.82758620689655	55
