"diagnosis_procedure"	"total_paid"	"percent_rank_total_paid"	"avg_paid_per_claim"	"mean_count_per_claim"	"claim_count"
"S32.811_A0431"	36944.9	0.991337	18472.45	1.5	2
"S88.121_A0436"	34232.82	0.990694	17116.41	1.5	2
"S76.311_99456"	50908	0.993638	942.740740740741	1.8125	54
"M22.41_99214"	33469.56	0.99051	230.824551724138	1.092	145
"S61.012_12001"	168882.06	0.998287	106.550195583596	1.10964083175803	1585
"G56.03_99204"	37062.59	0.991364	211.786228571429	1.12972972972973	175
"S68.113_L7499"	371621.17	0.999351	74324.234	6.14285714285714	5
"S58.112_L6935"	75951.3	0.995795	8439.03333333333	1.4	9
"S42.241_23472"	33928.79	0.990616	2827.39916666667	1.5	12
"S72.91X_A0431"	35932.74	0.991102	11977.58	2	3
"L89.154_E1399"	328347.16	0.99923	164173.58	3	2
"S82.102_97799"	78875	0.995968	15775	1.33	5
"S43.401_99456"	2188312.62	0.999953	1082.25154302671	2.08342686120464	2022
"S52.502_99456"	385407.51	0.999374	825.28374732334	1.57914338919926	467
"S60.222_99456"	209012.01	0.998679	990.578246445498	2.02713178294574	211
"M96.1_E0748"	58317.12	0.994468	4859.76	1.58333333333333	12
"S83.241_97113"	35418.27	0.990988	1539.9247826087	1.14611872146119	23
"M24.542_26520"	70219.46	0.995433	2265.14387096774	2.45161290322581	31
"S46.112_99456"	61962.5	0.994818	755.640243902439	1.47777777777778	82
"M23.8X1_E1399"	34590.22	0.990778	2660.78615384615	1.08648648648649	13
"S32.021_L8699"	119962.22	0.997438	39987.4066666667	1.33333333333333	3
"S88.119_L5673"	80871.59	0.996069	3516.15608695652	1.15217391304348	23
"S82.391_L8699"	69696.42	0.995402	34848.21	1	2
"S68.611_L7499"	206976.31	0.998667	29568.0442857143	4.75	7
"S62.634_99214"	37764.51	0.991519	253.453087248322	1.07462686567164	149
"S68.621_26951"	50198.54	0.993563	1568.704375	1.48484848484848	32
"S83.512_97799"	71967	0.995551	8995.875	1.1038961038961	8
"M48.061_72148"	126568.74	0.9976	240.624980988593	1.06591337099812	526
"Z96.651_97110"	75740.77	0.995784	1485.1131372549	1.31567328918322	51
"S53.491_99213"	111961.59	0.997234	329.298794117647	1.05671077504726	340
"M50.220_G0453"	79718.08	0.996012	11388.2971428571	1.28571428571429	7
"M48.07_L8699"	35503.95	0.991014	35503.95	1	1
"G82.52_A4353"	158715.98	0.998156	52905.3266666667	1.21917808219178	3
"M51.37_72148"	33185.86	0.990452	247.655671641791	1.05223880597015	134
"T23.301_L7499"	41808.73	0.992316	41808.73	3	1
"T30.4_J0878"	32224	0.990157	32224	1.03125	1
"F43.10_99456"	100862.5	0.996896	942.640186915888	1.91333333333333	107
"G90.512_63685"	130647.7	0.997675	9331.97857142857	1.5	14
"M75.41_99456"	219514.5	0.99875	739.106060606061	1.42638036809816	297
"S76.012_97799"	55487.77	0.994194	11097.554	1.38709677419355	5
"M47.812_97799"	41193.75	0.992193	20596.875	1.5	2
"M19.071_28725"	44024.86	0.99269	3144.63285714286	1.46666666666667	14
"S62.609_99204"	34395.31	0.990735	220.482756410256	1.11464968152866	156
"S62.631_99456"	72330.5	0.995573	738.066326530612	1.42307692307692	98
"S06.2X9_99199"	47420	0.993176	47420	1.2	1
"L30.9_99213"	34802.66	0.99083	145.011083333333	1.04899135446686	240
"S70.02X_99456"	257981	0.998961	1121.65652173913	2.03082191780822	230
"S83.90X_99456"	176591.3	0.998377	1070.2503030303	2.62844036697248	165
"S46.011_99456"	725924.35	0.999728	816.562823397075	1.63297350343474	889
"M51.26_22633"	157449.57	0.998142	3280.199375	2.3125	48
"J80_99232"	35421.1	0.990991	2361.40666666667	1.00645161290323	15
"S52.531_99203"	38822.07	0.991753	159.106844262295	1.07751937984496	244
"S42.302_99456"	56957.5	0.994345	862.992424242424	1.75641025641026	66
"S93.432_99456"	38855.5	0.991756	777.11	1.45	50
"W01.0XX_A0427"	39133.36	0.991821	551.174084507042	1.05633802816901	71
"G90.511_63685"	70327.22	0.99544	6393.38363636364	1.90909090909091	11
"S63.91X_97799"	99679.75	0.996855	12459.96875	1.18705035971223	8
"S83.242_99456"	879579.74	0.999778	775.643509700176	1.47013188518231	1134
"K40.00_49650"	65013.78	0.995043	2407.91777777778	1.77777777777778	27
"Z89.612_L5649"	77586.72	0.995896	4310.37333333333	1.13793103448276	18
"M54.5_80299"	102549.1	0.996953	801.16484375	1.14285714285714	128
"Z89.612_L5856"	296561.86	0.999125	26960.1690909091	1.27272727272727	11
"M50.20_99456"	126505.09	0.997598	923.394817518248	1.57222222222222	137
"M75.22_23929"	34991.94	0.990876	2499.42428571429	3.28571428571429	14
"T22.311_A0436"	34060.32	0.990643	34060.32	1	1
"S80.812_99214"	49029.64	0.993405	243.92855721393	1.04601226993865	201
"S32.020_99456"	41485	0.992252	901.847826086957	1.79661016949153	46
"S14.114_K0108"	49040.64	0.99341	49040.64	13.5	1
"S88.919_L5999"	114412	0.997307	114412	1	1
"M75.100_99456"	47397.51	0.993171	729.192461538462	1.38356164383562	65
"M51.26_95999"	372324.01	0.999353	1022.86815934066	3.37665782493369	364
"M25.572_97164"	33200.66	0.990454	100.304108761329	1.07930367504836	331
"S66.222_97110"	37544.26	0.991468	873.122325581395	1.15234375	43
"S70.01X_99456"	245895	0.998904	1138.40277777778	2.13194444444444	216
"S83.271_99456"	57683	0.994411	633.879120879121	1.19148936170213	91
"G82.50_E2300"	40726.5	0.992109	3702.40909090909	1.36363636363636	11
"S62.609_99456"	41395	0.992229	667.661290322581	1.43939393939394	62
"M54.06_Q4145"	32880	0.990366	6576	1.08333333333333	5
"M48.061_95999"	46086.65	0.992978	940.54387755102	3.24	49
"M25.331_25320"	38773.81	0.991744	2769.55785714286	1.57142857142857	14
"S50.01X_97799"	57576	0.994396	9596	3.68292682926829	6
"S06.890_97799"	80860.82	0.996068	20215.205	2.52857142857143	4
"S82.222_A0431"	32795.99	0.99034	32795.99	1	1
"S83.242_29876"	144090.04	0.997921	1029.21457142857	1.36428571428571	140
"S06.5X1_97799"	38232	0.991626	9558	1.0625	4
"G56.03_99456"	45517.5	0.992901	858.820754716981	1.6	53
"S46.212_29828"	35491.99	0.991008	2535.14214285714	1.64285714285714	14
"S68.116_L7499"	43712.5	0.992639	14570.8333333333	1.33333333333333	3
"S29.012_99456"	460109	0.999489	929.513131313131	2.14711033274956	495
"S46.012_C1713"	70789.42	0.995475	278.698503937008	1.7093023255814	254
"S22.080_99456"	59687	0.994613	932.609375	1.86746987951807	64
"S40.011_97799"	76137.5	0.995806	10876.7857142857	1.55882352941176	7
"S82.892_99456"	113177	0.997272	754.513333333333	1.40740740740741	150
"S90.01X_99456"	94105.8	0.996628	950.563636363636	2.25	99
"T14.8_L5999"	67900	0.995273	67900	2.25	1
"M47.812_64490"	68535.68	0.995323	423.05975308642	1.36458333333333	162
"M72.2_97110"	41944.41	0.992337	332.892142857143	1.25989672977625	126
"T22.311_15101"	44598.47	0.992778	2787.404375	5.11764705882353	16
"M23.221_29881"	42797.08	0.992476	1426.56933333333	1.33333333333333	30
"M79.672_99214"	105629.71	0.997037	256.382791262136	1.08071135430917	412
"S69.91X_99203"	90875.51	0.996509	147.765056910569	1.0814696485623	615
"M54.5_97799"	1137595.13	0.999855	11849.9492708333	1.51059466848941	96
"Z03.89_96132"	51102.78	0.993663	268.962	1.60103626943005	190
"S36.113_A0431"	67221.41	0.995237	13444.282	1.4	5
"S83.004_J7330"	44000	0.992686	44000	2	1
"M43.16_97799"	38812.5	0.991749	12937.5	1.23913043478261	3
"S68.011_L7499"	262084.65	0.998975	21840.3875	2.92857142857143	12
"S43.431_29822"	81365.43	0.99609	661.50756097561	1.62096774193548	123
"S13.4XX_97799"	2814812.4	0.999966	11679.7195020747	1.26304451890857	241
"R69_96152"	88375	0.996401	8034.09090909091	1.12878787878788	11
"S68.610_26951"	46672.83	0.993057	1372.73029411765	1.59459459459459	34
"S93.602_97799"	81562.5	0.996105	20390.625	3.18085106382979	4
"G82.20_A6212"	72938.65	0.99562	3838.87631578947	1.2312925170068	19
"S68.111_A0436"	33454.46	0.990504	16727.23	1.5	2
"M51.26_Q4145"	50655	0.993607	3618.21428571429	1.05	14
"M48.062_63030"	37893.27	0.991542	743.005294117647	1.84313725490196	51
"T75.4XX_A0436"	172333.8	0.998331	6893.352	1.64	25
"M75.121_97162"	34447.47	0.990744	112.942524590164	1.15123456790123	305
"S61.231_99203"	44574.79	0.992775	155.855909090909	1.08650519031142	286
"N18.6_99512"	226400	0.998789	226400	1.0316091954023	1
"M25.852_L5999"	108437.72	0.997129	108437.72	1	1
"S83.8X1_97799"	87012.5	0.996339	12430.3571428571	1.74418604651163	7
"N39.0_A4353"	162218.45	0.998198	32443.69	1.109375	5
"M51.27_95940"	69524.43	0.995389	399.565689655172	3.98351648351648	174
"S50.811_99204"	36183.84	0.991164	226.149	1.1125	160
"S72.92X_A0431"	51964.62	0.993771	4330.385	2	12
"S92.012_28415"	80758.09	0.996062	2884.2175	1.75	28
"S86.111_99456"	47717	0.993225	769.629032258065	1.59420289855072	62
"S42.032_23515"	39909.97	0.991966	2347.64529411765	1.55555555555556	17
"W19.XXX_99214"	182779.34	0.998444	216.051229314421	1.03607843137255	846
"S97.01X_97799"	43400	0.992583	21700	1.46575342465753	2
"T21.21X_A0431"	40946.74	0.992144	13648.9133333333	2	3
"G40.89_95951"	55289.83	0.99418	13822.4575	1.3	4
"S61.511_99456"	43438	0.992595	944.304347826087	1.49180327868852	46
"S05.12X_99456"	41592.5	0.992266	1039.8125	2.25490196078431	40
"S76.011_97799"	107491	0.997099	15355.8571428571	1.05128205128205	7
"S43.52X_99456"	38137	0.991604	886.906976744186	1.71428571428571	43
"S92.301_99456"	52968.34	0.993906	715.788378378378	1.4125	74
"S63.92X_97799"	84422.28	0.996231	7674.75272727273	1.12173913043478	11
"N17.9_99233"	95193.81	0.99668	573.456686746988	1.16923076923077	166
"S62.309_97799"	57186.25	0.994365	57186.25	1.10169491525424	1
"M54.6_S5165"	56220.55	0.994255	56220.55	3	1
"S61.204_99213"	34536.46	0.990763	218.585189873418	1.0353982300885	158
"M25.631_97110"	143062.77	0.997902	614.00330472103	1.29592376919005	233
"S67.42X_97110"	38088.24	0.991588	1313.3875862069	1.07530120481928	29
"M96.1_99456"	75249.82	0.995745	511.903537414966	1.18589743589744	147
"S63.509_97799"	37193.75	0.99139	9298.4375	1.20408163265306	4
"M25.852_29915"	47512.3	0.993189	3959.35833333333	1.41666666666667	12
"M75.42_99456"	190312	0.998522	799.63025210084	1.52592592592593	238
"S42.301_99456"	39917.5	0.991969	867.771739130435	1.55769230769231	46
"S64.491_64831"	85138.52	0.99626	2183.03897435897	1.85	39
"S97.82X_99456"	146103	0.997958	849.436046511628	1.56818181818182	172
"S46.022_97799"	55725	0.994209	27862.5	1.24590163934426	2
"S62.605_99456"	58380.5	0.994477	846.094202898551	1.69736842105263	69
"G82.53_K0884"	34220	0.990689	17110	2	2
"S60.221_99456"	312455.02	0.999186	913.611169590643	1.86633663366337	342
"M51.27_99456"	159928	0.998171	750.835680751174	1.57085020242915	213
"M54.5_22899"	51517.28	0.993693	8586.21333333333	3.66666666666667	6
"S78.112_L5321"	40716.58	0.992103	3701.50727272727	1.66666666666667	11
"S83.90X_97799"	66590	0.995173	7398.88888888889	1.05154639175258	9
"S82.851_99456"	75648	0.995776	727.384615384615	1.52173913043478	104
"R48.8_E1399"	72947	0.995621	72947	3	1
"S06.0X9_A0436"	42490.45	0.992425	4249.045	1.4	10
"C90.02_J9176"	88035	0.99638	88035	1	1
"S66.322_26418"	63471.82	0.994919	1476.0888372093	1.68181818181818	43
"M54.40_99213"	70579.03	0.995462	227.674290322581	1.05754475703325	310
"M54.9_97530"	84015.29	0.996208	201.959831730769	1.20237087214225	416
"S52.572_97799"	94323.75	0.996638	18864.75	1.72727272727273	5
"S80.12X_99456"	186491.06	0.998486	971.307604166667	1.91703056768559	192
"S68.722_L7499"	64241.07	0.99497	64241.07	4	1
"S88.121_A0431"	36707.44	0.991291	18353.72	1.5	2
"M67.431_25111"	51791.04	0.993732	1056.96	1.81632653061224	49
"M65.841_97799"	51700	0.993722	10340	1.13157894736842	5
"M17.12_73721"	88692.02	0.996419	264.752298507463	1.11764705882353	335
"S68.412_L6880"	82931.96	0.996161	27643.9866666667	1	3
"M54.17_63650"	74251.02	0.995691	4367.70705882353	2.42105263157895	17
"S02.91X_99456"	46874.51	0.993092	956.622653061225	1.79365079365079	49
"M20.012_99456"	40354.5	0.992054	650.879032258065	1.22388059701493	62
"S82.202_A0436"	34846.71	0.990839	11615.57	1.66666666666667	3
"T20.20X_A0436"	42681.78	0.992461	2667.61125	1.625	16
"S43.92X_99456"	35750	0.991061	851.190476190476	1.71739130434783	42
"S82.202_A0431"	37733.97	0.991512	12577.99	1.66666666666667	3
"S63.601_99456"	109872.5	0.997173	819.944029850746	1.41509433962264	134
"S48.111_L7499"	72329.35	0.995572	24109.7833333333	1.66666666666667	3
"S63.591_97799"	43058	0.992526	14352.6666666667	1.04411764705882	3
"M51.16_62323"	149930.78	0.998034	477.486560509554	1.34139784946237	314
"S40.021_99456"	78125	0.995925	1346.98275862069	2.26666666666667	58
"S46.012_23412"	266093.36	0.999002	2255.02847457627	1.775	118
"M75.122_23420"	109190.29	0.99715	2099.81326923077	1.67924528301887	52
"M24.542_26525"	94442.74	0.996645	1781.93849056604	2.01754385964912	53
"S02.2XX_20912"	46149.23	0.992988	518.530674157303	1.40659340659341	89
"S86.819_97799"	32800	0.990341	16400	1	2
"M66.821_99456"	68650	0.995328	798.255813953488	1.61458333333333	86
"S67.196_99456"	36167.5	0.991161	682.405660377358	1.23636363636364	53
"S58.912_L7499"	52658.66	0.993863	52658.66	4.2	1
"M51.26_E0676"	71972.62	0.995552	959.634933333333	1.2212389380531	75
"K43.0_97799"	50000	0.993531	25000	1.48780487804878	2
"K42.9_99456"	122562.5	0.997505	666.100543478261	1.51231527093596	184
"M75.41_29828"	70429.12	0.99545	1637.88651162791	1.6046511627907	43
"G90.529_99214"	37652.81	0.991491	488.997532467532	1.07662835249042	77
"S82.61X_99456"	124709	0.997548	774.590062111801	1.53107344632768	161
"S19.9XX_A0431"	74209.91	0.995687	9276.23875	2.25	8
"S82.201_01392"	40333.64	0.992048	672.227333333333	1.49206349206349	60
"G44.319_97799"	40218.75	0.992026	20109.375	1.11363636363636	2
"S68.610_99456"	32002.5	0.990101	761.964285714286	1.5625	42
"S86.212_99456"	31975	0.990088	1031.45161290323	2.02702702702703	31
"S83.412_99080"	39020.95	0.991802	29.2730307576894	1.0600055819146	1333
"M75.102_99214"	199158.38	0.998614	309.252142857143	1.0500338066261	644
"S82.891_99214"	79868.11	0.996016	327.328319672131	1.05194805194805	244
"S82.832_99214"	64276.3	0.994976	307.542105263158	1.05288461538462	209
"S42.202_01630"	36132.11	0.991152	860.288333333334	1.45454545454545	42
"M51.24_97799"	56812.5	0.994329	11362.5	1.10869565217391	5
"S83.421_97112"	39382.3	0.991864	410.232291666667	1.07880910683012	96
"S67.21X_L7499"	80466.22	0.996044	26822.0733333333	2	3
"S86.011_99214"	50967.34	0.993648	287.951073446328	1.02994011976048	177
"S62.306_99456"	76874	0.995853	753.666666666667	1.25862068965517	102
"S58.112_L6880"	132579.51	0.997713	22096.585	1.66666666666667	6
"S83.512_L1846"	47824.5	0.99324	1166.4512195122	1.27906976744186	41
"L89.324_E2402"	54569.42	0.994086	18189.8066666667	1.4	3
"M95.8_J7330"	128865.26	0.997643	64432.63	1.5	2
"S58.112_L7259"	32905.56	0.990371	4113.195	1.5	8
"S82.202_97799"	83462.5	0.996185	11923.2142857143	1.18292682926829	7
"S82.65X_99456"	103802.5	0.996983	736.187943262411	1.52702702702703	141
"M75.21_29824"	49045.95	0.993412	743.120454545455	1.76811594202899	66
"S60.212_99204"	132699.21	0.997714	236.119590747331	1.12544169611307	562
"S90.32X_73718"	56003.69	0.994232	354.453734177215	1.025	158
"M79.661_99213"	36532.5	0.991236	187.346153846154	1.04102564102564	195
"S88.912_L5969"	36000	0.991117	36000	3	1
"S64.492_64831"	36102.81	0.991144	2578.77214285714	1.78571428571429	14
"S01.81X_99456"	138700.5	0.997842	1075.1976744186	2.2760736196319	129
"T22.231_A0431"	35678.47	0.99104	17839.235	2.5	2
"Z89.211_L7499"	167215	0.998272	41803.75	5.85714285714286	4
"M54.2_01992"	42466.66	0.992423	408.333269230769	1.18181818181818	104
"N39.0_A4354"	243399.5	0.998887	243399.5	1.11538461538462	1
"S61.412_A0436"	39665.57	0.991914	19832.785	1.5	2
"M75.22_01630"	50997.4	0.99365	718.27323943662	1.45070422535211	71
"S46.012_23430"	312026.49	0.999183	1743.16474860335	1.99441340782123	179
"S43.432_99456"	266078.5	0.999001	794.264179104478	1.44642857142857	335
"M25.562_E0676"	63632.12	0.994939	1272.6424	1.12844036697248	50
"S52.122_99456"	103906.5	0.996987	721.572916666667	1.40522875816993	144
"S09.90X_A0425"	121458.76	0.997482	104.886666666667	1.11790017211704	1158
"M51.27_A4353"	44006.6	0.992688	14668.8666666667	1.0625	3
"S93.412_99204"	88377.08	0.996402	240.809482288828	1.1078167115903	367
"S33.9XX_97799"	313278.19	0.999188	9789.9434375	1.35550935550936	32
"S60.012_99456"	35888	0.99109	854.47619047619	1.77551020408163	42
"M24.641_26445"	34874.78	0.990845	17437.39	2	2
"T21.23X_A0431"	34823.74	0.990833	17411.87	2	2
"M25.641_26445"	34313.42	0.990714	1270.86740740741	1.96666666666667	27
"G56.22_99456"	38497.5	0.991683	802.03125	1.53225806451613	48
"S83.412_27427"	38483.22	0.991679	1924.161	1.8	20
"S83.241_29888"	49209.65	0.993436	1696.88448275862	1.23333333333333	29
"S82.251_97799"	53625	0.993984	17875	1.10606060606061	3
"S82.852_27823"	81808.66	0.996114	2272.46277777778	1.30555555555556	36
"S39.81X_A0431"	36592.23	0.991246	3659.223	1.3	10
"M17.11_E1399"	36012.68	0.991121	2118.39294117647	1.3125	17
"E86.0_99285"	36336.01	0.991193	181.68005	1.145	200
"S69.91X_99456"	41382	0.992228	713.48275862069	1.37096774193548	58
"S68.615_L7499"	34540.56	0.990765	34540.56	2	1
"S92.401_99456"	33389	0.990489	758.840909090909	1.36	44
"R26.89_E1007"	32944.35	0.990379	16472.175	2.5	2
"M12.561_97112"	78419.89	0.995949	537.122534246575	1.05769230769231	146
"M19.012_29827"	55739.27	0.99421	1798.04096774194	1.54838709677419	31
"S68.117_L7499"	37257.52	0.991401	12419.1733333333	2.66666666666667	3
"M00.062_J0878"	35770.77	0.991063	35770.77	1.8	1
"S56.911_99456"	181469.5	0.998434	997.085164835165	1.85	182
"M23.222_29881"	41884.33	0.992322	1610.93576923077	1.23076923076923	26
"G54.4_G0156"	407812.34	0.99941	407812.34	1.01994301994302	1
"S86.911_97161"	86644.63	0.996329	127.983205317578	1.06901615271659	677
"M25.561_97530"	594617.75	0.999643	406.715287277702	1.13661719818966	1462
"S83.91X_L1833"	39013.89	0.9918	402.205051546392	1.09090909090909	97
"S63.391_25320"	43994.27	0.992683	3142.44785714286	1.14285714285714	14
"M75.112_99456"	119952.5	0.997436	759.193037974684	1.33701657458564	158
"S89.91X_97530"	68354.6	0.995301	298.491703056769	1.20327102803738	229
"S72.141_97110"	33500.89	0.99052	1675.0445	1.4593837535014	20
"S80.11X_99456"	163059.5	0.998204	1006.54012345679	1.88832487309645	162
"M75.121_L8699"	127920.78	0.997623	976.494503816794	1.32330827067669	131
"Z89.211_L6880"	72975.05	0.995623	24325.0166666667	1.33333333333333	3
"A41.9_99233"	60216.48	0.994668	427.067234042553	1.28913443830571	141
"M66.829_99456"	47417.5	0.993175	831.885964912281	1.74193548387097	57
"S29.019_99456"	56959.17	0.994347	670.107882352941	1.67045454545455	85
"J34.2_31231"	34280.63	0.990706	326.482190476191	1.1271186440678	105
"S67.21X_97799"	43864.75	0.992661	14621.5833333333	1.15094339622642	3
"M23.91_97140"	70651.77	0.995466	180.234107142857	1.08934911242604	392
"M24.811_20926"	37599.83	0.99148	2088.87944444444	2.73684210526316	18
"S62.001_25628"	39290.94	0.991847	4911.3675	1.5	8
"M65.4_99456"	171365	0.998322	808.325471698113	1.4863813229572	212
"S33.5XX_62304"	42697.81	0.992466	352.874462809917	1.0952380952381	121
"M51.26_22853"	92191.45	0.996553	569.083024691358	3.20245398773006	162
"S61.212_99456"	56455	0.994278	773.356164383562	1.38271604938272	73
"S33.9XX_97112"	77213.35	0.995869	282.832783882784	1.0814880425155	273
"M25.512_97799"	196782.86	0.998586	8944.67545454545	1.32616487455197	22
"S97.81X_A0430"	33623.52	0.990539	11207.84	1.33333333333333	3
"S43.492_97799"	63805	0.994944	15951.25	1.34328358208955	4
"T63.091_A0431"	35032.13	0.99089	17516.065	1	2
"S39.011_99204"	148721.42	0.998009	230.57584496124	1.10736196319018	645
"S62.521_97110"	41042.8	0.992162	684.046666666667	1.15952380952381	60
"S78.011_L7181"	39171.91	0.991826	39171.91	1	1
"S72.141_99456"	38282.5	0.99164	911.488095238095	1.62745098039216	42
"S39.092_H0011"	40972	0.992146	40972	2	1
"M96.1_22633"	68936.91	0.995349	3628.25842105263	2.89473684210526	19
"M23.8X1_99204"	51734.45	0.993727	224.932391304348	1.17372881355932	230
"M79.671_97112"	54385.28	0.994071	350.872774193548	1.15485829959514	155
"M47.14_K0861"	49562.14	0.99348	49562.14	1	1
"S42.391_24515"	34572.29	0.990773	5762.04833333333	1.83333333333333	6
"J34.89_30520"	48047.7	0.993261	676.728169014084	1.31944444444444	71
"Z89.612_L5701"	53611.7	0.993983	5956.85555555555	1	9
"S88.112_L5637"	36087.87	0.991142	582.062419354839	1.1264367816092	62
"M54.2_00670"	32311.86	0.990184	1468.72090909091	1.18181818181818	22
"B37.2_J0878"	48880	0.993376	48880	1	1
"G56.01_99456"	202287.5	0.998636	846.391213389121	1.5794701986755	239
"S33.8XX_97799"	90249.58	0.996484	10027.7311111111	1.43262411347518	9
"M54.17_L8680"	35532.14	0.991018	2733.24153846154	1.28571428571429	13
"S83.511_97112"	178272.05	0.998395	550.22237654321	1.13240628778718	324
"S83.91X_97799"	1096248	0.999841	11915.7391304348	1.57239263803681	92
"S22.49X_99456"	46395	0.993021	927.9	1.94545454545455	50
"S39.92X_99214"	133243.2	0.997723	335.625188916877	1.05153617443013	397
"S62.522_01830"	33630.59	0.990544	436.760909090909	1.54878048780488	77
"S43.402_99456"	1663171.6	0.999924	1060.0201402167	1.99711260827719	1569
"G90.521_J2278"	71900	0.995546	71900	1.15789473684211	1
"M12.561_J7330"	106067	0.997051	106067	1	1
"H90.0_V5261"	42945.12	0.992504	4771.68	1.11111111111111	9
"S46.211_97530"	142432.68	0.997895	474.7756	1.17374301675978	300
"M51.26_97530"	214888.97	0.998718	454.310718816068	1.18821096173733	473
"S60.212_99456"	130547.48	0.997674	870.316533333333	1.76744186046512	150
"S43.51X_99456"	60304	0.994678	837.555555555556	1.48780487804878	72
"S82.92X_A0436"	44799.34	0.992798	11199.835	1.25	4
"S62.92X_99456"	108789	0.997138	863.404761904762	1.67586206896552	126
"M75.122_L8699"	94754.51	0.996656	1214.80141025641	1.40506329113924	78
"S52.125_99214"	50228.07	0.993566	321.974807692308	1.13239436619718	156
"M54.12_L8687"	32954.15	0.990381	16477.075	1.5	2
"G40.909_95951"	92311.65	0.996555	4395.79285714286	1.64285714285714	21
"S48.912_L7180"	50501.41	0.993597	50501.41	1	1
"S46.919_99456"	109730.5	0.997169	979.736607142857	2.06569343065693	112
"S92.011_97110"	32720.11	0.990307	1308.8044	1.33756345177665	25
"M54.5_L0637"	56196.97	0.994251	1248.82155555556	1.17777777777778	45
"M48.062_22853"	31909.12	0.990073	651.206530612245	2.30612244897959	49
"S13.4XX_90837"	171635.14	0.998326	837.244585365854	1.2296231375986	205
"M51.16_95999"	56811.58	0.994327	1235.03434782609	2.60714285714286	46
"G43.709_J0585"	33862	0.9906	3762.44444444444	1.52	9
"S43.491_73221"	70546.79	0.99546	291.515661157025	1.08536585365854	242
"F07.81_99456"	157335	0.998138	925.5	2.11707317073171	170
"T31.50_E1399"	32147.8	0.990139	32147.8	1	1
"S76.111_99456"	59225	0.994564	789.666666666667	1.59036144578313	75
"S46.092_L8699"	45159.58	0.992856	1157.93794871795	1.33333333333333	39
"S93.492_73610"	72439.29	0.995583	50.340020847811	1.10796576695194	1439
"S82.51X_99456"	56425	0.994277	762.5	1.42352941176471	74
"S51.802_A0431"	67631.78	0.99526	11271.9633333333	2	6
"S62.604_99456"	58135	0.994445	700.421686746988	1.37209302325581	83
"S62.501_99456"	65912.37	0.995124	794.124939759036	1.63736263736264	83
"M54.5_95911"	42168.09	0.992378	340.065241935484	1.11290322580645	124
"S93.422_99456"	50567.5	0.993601	743.639705882353	1.40540540540541	68
"R06.02_A0431"	41166.18	0.992188	13722.06	2	3
"L03.115_99070"	32312.84	0.990185	1468.76545454545	2.0625	22
"S23.3XX_99456"	706284.56	0.999718	993.367876230661	1.93466223698782	711
"S82.492_J0878"	78796.7999999999	0.995961	78796.7999999999	1	1
"S43.431_J3490"	37975.68	0.991559	2373.48	1.79310344827586	16
"K08.9_99199"	50175.11	0.993557	10035.022	6.4	5
"K40.90_99213"	531328.72	0.999585	302.062944855031	1.04212348528563	1759
"M51.17_97799"	54665	0.994096	13666.25	1.01515151515152	4
"S43.431_23929"	38672.62	0.991727	3867.262	3.2	10
"S06.4X3_97799"	192000	0.998544	192000	1.69620253164557	1
"S62.637_26756"	36510.21	0.991229	2147.65941176471	1.83333333333333	17
"M79.641_73130"	90851.45	0.996506	34.9967064714946	1.10750167448091	2596
"M66.822_99456"	52175.86	0.993799	790.543333333333	1.56756756756757	66
"S30.0XX_97799"	321025.13	0.999208	10700.8376666667	1.32166301969365	30
"S67.02X_99456"	64600	0.995001	742.528735632184	1.42708333333333	87
"W50.3XX_99204"	66106.04	0.995136	239.514637681159	1.08695652173913	276
"S22.000_99456"	32850	0.990358	821.25	1.52173913043478	40
"M24.541_26442"	55216.55	0.994168	3248.03235294118	2.31578947368421	17
"L89.314_15946"	33336.14	0.990477	4167.0175	1.9	8
"K40.30_49505"	31806.53	0.990042	1514.59666666667	1.38095238095238	21
"S62.616_97110"	70678.07	0.995467	851.543012048193	1.22622950819672	83
"K40.30_97799"	47281.25	0.993149	9456.25	1.25252525252525	5
"S93.401_99456"	897573.39	0.999787	903.900694864048	1.74491525423729	993
"S83.512_99456"	402596.69	0.999401	810.05370221328	1.48299319727891	497
"S50.01X_99456"	318707.5	0.999199	1031.41585760518	2.05263157894737	309
"S60.211_99456"	194095	0.998563	1054.86413043478	1.94214876033058	184
"S52.92X_99456"	59882.5	0.994637	787.927631578947	1.9375	76
"S72.92X_97799"	47737.5	0.99323	15912.5	1.52307692307692	3
"S80.11X_99213"	319002.2	0.999202	209.456467498359	1.04312581063554	1523
"M75.101_E0676"	33092.57	0.990423	661.8514	1.31372549019608	50
"G82.53_K0108"	41566.34	0.992258	2969.02428571429	5.41666666666667	14
"M54.16_97150"	58443.43	0.994486	79.7318281036835	1.06038461538462	733
"R60.0_E0676"	68509.93	0.99532	796.627093023256	1.3	86
"S63.592_73221"	38203.08	0.991617	287.241203007519	1.04477611940298	133
"S80.911_A0431"	32823.1	0.99035	32823.1	1	1
"S33.5XX_L0650"	35892.78	0.991092	1157.83161290323	1	31
"M51.26_95940"	178499.97	0.998399	393.171740088106	6.21489361702128	454
"M51.37_99213"	40066.57	0.991995	244.308353658537	1.05063291139241	164
"S83.252_29881"	48575.22	0.993326	1734.82928571429	1.46428571428571	28
"K43.6_49653"	160342.19	0.998176	2764.52051724138	1.72881355932203	58
